accountId,type,amount,daysAgo,description,reference
ACC-CA-009,DEBIT,792.00,175,Monthly rent,rent-9-0
ACC-CA-009,DEBIT,98.40,170,Electricity and internet,bills-9-0
ACC-CA-009,DEBIT,163.65,162,Groceries - Marche Demo,groceries-9-0
ACC-CA-009,DEBIT,12.99,157,Music subscription,music-9-0
ACC-CA-009,DEBIT,245.00,151,Savings transfer to SA_009,demo-savings-009-0
SA_009,CREDIT,245.00,151,Savings transfer from ACC-CA-009,demo-savings-009-0
ACC-CA-009,CREDIT,2505.00,148,Monthly salary - Atelier Demo,salary-9-1
ACC-CA-009,DEBIT,792.00,145,Monthly rent,rent-9-1
ACC-CA-009,DEBIT,98.40,140,Electricity and internet,bills-9-1
ACC-CA-009,DEBIT,166.65,132,Groceries - Marche Demo,groceries-9-1
ACC-CA-009,DEBIT,12.99,127,Music subscription,music-9-1
ACC-CA-009,DEBIT,245.00,121,Savings transfer to SA_009,demo-savings-009-1
SA_009,CREDIT,245.00,121,Savings transfer from ACC-CA-009,demo-savings-009-1
ACC-CA-009,CREDIT,2505.00,118,Monthly salary - Atelier Demo,salary-9-2
ACC-CA-009,DEBIT,792.00,115,Monthly rent,rent-9-2
ACC-CA-009,DEBIT,98.40,110,Electricity and internet,bills-9-2
ACC-CA-009,DEBIT,169.65,102,Groceries - Marche Demo,groceries-9-2
ACC-CA-009,DEBIT,12.99,97,Music subscription,music-9-2
ACC-CA-009,DEBIT,245.00,91,Savings transfer to SA_009,demo-savings-009-2
SA_009,CREDIT,245.00,91,Savings transfer from ACC-CA-009,demo-savings-009-2
ACC-CA-009,CREDIT,2505.00,88,Monthly salary - Atelier Demo,salary-9-3
ACC-CA-009,DEBIT,792.00,85,Monthly rent,rent-9-3
ACC-CA-009,DEBIT,98.40,80,Electricity and internet,bills-9-3
ACC-CA-009,DEBIT,172.65,72,Groceries - Marche Demo,groceries-9-3
ACC-CA-009,DEBIT,12.99,67,Music subscription,music-9-3
ACC-CA-009,DEBIT,245.00,61,Savings transfer to SA_009,demo-savings-009-3
SA_009,CREDIT,245.00,61,Savings transfer from ACC-CA-009,demo-savings-009-3
ACC-CA-009,CREDIT,2505.00,58,Monthly salary - Atelier Demo,salary-9-4
ACC-CA-009,DEBIT,792.00,55,Monthly rent,rent-9-4
ACC-CA-009,DEBIT,98.40,50,Electricity and internet,bills-9-4
ACC-CA-009,DEBIT,175.65,42,Groceries - Marche Demo,groceries-9-4
ACC-CA-009,DEBIT,12.99,37,Music subscription,music-9-4
ACC-CA-009,DEBIT,245.00,31,Savings transfer to SA_009,demo-savings-009-4
SA_009,CREDIT,245.00,31,Savings transfer from ACC-CA-009,demo-savings-009-4
ACC-CA-009,CREDIT,2505.00,28,Monthly salary - Atelier Demo,salary-9-5
ACC-CA-009,DEBIT,792.00,25,Monthly rent,rent-9-5
ACC-CA-009,DEBIT,98.40,20,Electricity and internet,bills-9-5
ACC-CA-009,DEBIT,178.65,12,Groceries - Marche Demo,groceries-9-5
ACC-CA-009,DEBIT,12.99,7,Music subscription,music-9-5
ACC-CA-009,DEBIT,245.00,1,Savings transfer to SA_009,demo-savings-009-5
SA_009,CREDIT,245.00,1,Savings transfer from ACC-CA-009,demo-savings-009-5
ACC-CA-010,CREDIT,2050.00,181,Opening deposit,opening-ACC-CA-010
SA_010,CREDIT,4200.00,181,Opening savings deposit,opening-SA_010
ACC-CA-010,CREDIT,2550.00,178,Monthly salary - Atelier Demo,salary-10-0
ACC-CA-010,DEBIT,800.00,175,Monthly rent,rent-10-0
ACC-CA-010,DEBIT,99.40,170,Electricity and internet,bills-10-0
ACC-CA-010,DEBIT,165.65,162,Groceries - Marche Demo,groceries-10-0
ACC-CA-010,DEBIT,12.99,157,Music subscription,music-10-0
ACC-CA-010,DEBIT,250.00,151,Savings transfer to SA_010,demo-savings-010-0
SA_010,CREDIT,250.00,151,Savings transfer from ACC-CA-010,demo-savings-010-0
ACC-CA-010,CREDIT,2550.00,148,Monthly salary - Atelier Demo,salary-10-1
ACC-CA-010,DEBIT,800.00,145,Monthly rent,rent-10-1
ACC-CA-010,DEBIT,99.40,140,Electricity and internet,bills-10-1
ACC-CA-010,DEBIT,168.65,132,Groceries - Marche Demo,groceries-10-1
ACC-CA-010,DEBIT,12.99,127,Music subscription,music-10-1
ACC-CA-010,DEBIT,250.00,121,Savings transfer to SA_010,demo-savings-010-1
SA_010,CREDIT,250.00,121,Savings transfer from ACC-CA-010,demo-savings-010-1
ACC-CA-010,CREDIT,2550.00,118,Monthly salary - Atelier Demo,salary-10-2
ACC-CA-010,DEBIT,800.00,115,Monthly rent,rent-10-2
ACC-CA-010,DEBIT,99.40,110,Electricity and internet,bills-10-2
ACC-CA-010,DEBIT,171.65,102,Groceries - Marche Demo,groceries-10-2
ACC-CA-010,DEBIT,12.99,97,Music subscription,music-10-2
ACC-CA-010,DEBIT,250.00,91,Savings transfer to SA_010,demo-savings-010-2
SA_010,CREDIT,250.00,91,Savings transfer from ACC-CA-010,demo-savings-010-2
ACC-CA-010,CREDIT,2550.00,88,Monthly salary - Atelier Demo,salary-10-3
ACC-CA-010,DEBIT,800.00,85,Monthly rent,rent-10-3
ACC-CA-010,DEBIT,99.40,80,Electricity and internet,bills-10-3
ACC-CA-010,DEBIT,174.65,72,Groceries - Marche Demo,groceries-10-3
ACC-CA-010,DEBIT,12.99,67,Music subscription,music-10-3
ACC-CA-010,DEBIT,250.00,61,Savings transfer to SA_010,demo-savings-010-3
SA_010,CREDIT,250.00,61,Savings transfer from ACC-CA-010,demo-savings-010-3
ACC-CA-010,CREDIT,2550.00,58,Monthly salary - Atelier Demo,salary-10-4
ACC-CA-010,DEBIT,800.00,55,Monthly rent,rent-10-4
ACC-CA-010,DEBIT,99.40,50,Electricity and internet,bills-10-4
ACC-CA-010,DEBIT,177.65,42,Groceries - Marche Demo,groceries-10-4
ACC-CA-010,DEBIT,12.99,37,Music subscription,music-10-4
ACC-CA-010,DEBIT,250.00,31,Savings transfer to SA_010,demo-savings-010-4
SA_010,CREDIT,250.00,31,Savings transfer from ACC-CA-010,demo-savings-010-4
ACC-CA-010,CREDIT,2550.00,28,Monthly salary - Atelier Demo,salary-10-5
ACC-CA-010,DEBIT,800.00,25,Monthly rent,rent-10-5
ACC-CA-010,DEBIT,99.40,20,Electricity and internet,bills-10-5
ACC-CA-010,DEBIT,180.65,12,Groceries - Marche Demo,groceries-10-5
ACC-CA-010,DEBIT,12.99,7,Music subscription,music-10-5
ACC-CA-010,DEBIT,250.00,1,Savings transfer to SA_010,demo-savings-010-5
SA_010,CREDIT,250.00,1,Savings transfer from ACC-CA-010,demo-savings-010-5
ACC-CA-011,CREDIT,2135.00,181,Opening deposit,opening-ACC-CA-011
SA_011,CREDIT,4370.00,181,Opening savings deposit,opening-SA_011
ACC-CA-011,CREDIT,2595.00,178,Monthly salary - Atelier Demo,salary-11-0
ACC-CA-011,DEBIT,808.00,175,Monthly rent,rent-11-0
ACC-CA-011,DEBIT,100.40,170,Electricity and internet,bills-11-0
ACC-CA-011,DEBIT,167.65,162,Groceries - Marche Demo,groceries-11-0
ACC-CA-011,DEBIT,12.99,157,Music subscription,music-11-0
ACC-CA-011,DEBIT,255.00,151,Savings transfer to SA_011,demo-savings-011-0
SA_011,CREDIT,255.00,151,Savings transfer from ACC-CA-011,demo-savings-011-0
ACC-CA-011,CREDIT,2595.00,148,Monthly salary - Atelier Demo,salary-11-1
ACC-CA-011,DEBIT,808.00,145,Monthly rent,rent-11-1
ACC-CA-011,DEBIT,100.40,140,Electricity and internet,bills-11-1
ACC-CA-011,DEBIT,170.65,132,Groceries - Marche Demo,groceries-11-1
ACC-CA-011,DEBIT,12.99,127,Music subscription,music-11-1
ACC-CA-011,DEBIT,255.00,121,Savings transfer to SA_011,demo-savings-011-1
SA_011,CREDIT,255.00,121,Savings transfer from ACC-CA-011,demo-savings-011-1
ACC-CA-011,CREDIT,2595.00,118,Monthly salary - Atelier Demo,salary-11-2
ACC-CA-011,DEBIT,808.00,115,Monthly rent,rent-11-2
ACC-CA-011,DEBIT,100.40,110,Electricity and internet,bills-11-2
ACC-CA-011,DEBIT,173.65,102,Groceries - Marche Demo,groceries-11-2
ACC-CA-011,DEBIT,12.99,97,Music subscription,music-11-2
ACC-CA-011,DEBIT,255.00,91,Savings transfer to SA_011,demo-savings-011-2
SA_011,CREDIT,255.00,91,Savings transfer from ACC-CA-011,demo-savings-011-2
ACC-CA-011,CREDIT,2595.00,88,Monthly salary - Atelier Demo,salary-11-3
ACC-CA-011,DEBIT,808.00,85,Monthly rent,rent-11-3
ACC-CA-011,DEBIT,100.40,80,Electricity and internet,bills-11-3
ACC-CA-011,DEBIT,176.65,72,Groceries - Marche Demo,groceries-11-3
ACC-CA-011,DEBIT,12.99,67,Music subscription,music-11-3
ACC-CA-011,DEBIT,255.00,61,Savings transfer to SA_011,demo-savings-011-3
SA_011,CREDIT,255.00,61,Savings transfer from ACC-CA-011,demo-savings-011-3
ACC-CA-011,CREDIT,2595.00,58,Monthly salary - Atelier Demo,salary-11-4
ACC-CA-011,DEBIT,808.00,55,Monthly rent,rent-11-4
ACC-CA-011,DEBIT,100.40,50,Electricity and internet,bills-11-4
ACC-CA-011,DEBIT,179.65,42,Groceries - Marche Demo,groceries-11-4
ACC-CA-011,DEBIT,12.99,37,Music subscription,music-11-4
ACC-CA-011,DEBIT,255.00,31,Savings transfer to SA_011,demo-savings-011-4
SA_011,CREDIT,255.00,31,Savings transfer from ACC-CA-011,demo-savings-011-4
ACC-CA-011,CREDIT,2595.00,28,Monthly salary - Atelier Demo,salary-11-5
ACC-CA-011,DEBIT,808.00,25,Monthly rent,rent-11-5
ACC-CA-011,DEBIT,100.40,20,Electricity and internet,bills-11-5
ACC-CA-011,DEBIT,182.65,12,Groceries - Marche Demo,groceries-11-5
ACC-CA-011,DEBIT,12.99,7,Music subscription,music-11-5
ACC-CA-011,DEBIT,255.00,1,Savings transfer to SA_011,demo-savings-011-5
SA_011,CREDIT,255.00,1,Savings transfer from ACC-CA-011,demo-savings-011-5
ACC-CA-012,CREDIT,2220.00,181,Opening deposit,opening-ACC-CA-012
SA_012,CREDIT,4540.00,181,Opening savings deposit,opening-SA_012
ACC-CA-012,CREDIT,2640.00,178,Monthly salary - Atelier Demo,salary-12-0
ACC-CA-012,DEBIT,816.00,175,Monthly rent,rent-12-0
ACC-CA-012,DEBIT,101.40,170,Electricity and internet,bills-12-0
ACC-CA-012,DEBIT,169.65,162,Groceries - Marche Demo,groceries-12-0
ACC-CA-012,DEBIT,12.99,157,Music subscription,music-12-0
ACC-CA-012,DEBIT,260.00,151,Savings transfer to SA_012,demo-savings-012-0
SA_012,CREDIT,260.00,151,Savings transfer from ACC-CA-012,demo-savings-012-0
ACC-CA-012,CREDIT,2640.00,148,Monthly salary - Atelier Demo,salary-12-1
ACC-CA-012,DEBIT,816.00,145,Monthly rent,rent-12-1
ACC-CA-012,DEBIT,101.40,140,Electricity and internet,bills-12-1
ACC-CA-012,DEBIT,172.65,132,Groceries - Marche Demo,groceries-12-1
ACC-CA-012,DEBIT,12.99,127,Music subscription,music-12-1
ACC-CA-012,DEBIT,260.00,121,Savings transfer to SA_012,demo-savings-012-1
SA_012,CREDIT,260.00,121,Savings transfer from ACC-CA-012,demo-savings-012-1
ACC-CA-012,CREDIT,2640.00,118,Monthly salary - Atelier Demo,salary-12-2
ACC-CA-012,DEBIT,816.00,115,Monthly rent,rent-12-2
ACC-CA-012,DEBIT,101.40,110,Electricity and internet,bills-12-2
ACC-CA-012,DEBIT,175.65,102,Groceries - Marche Demo,groceries-12-2
ACC-CA-012,DEBIT,12.99,97,Music subscription,music-12-2
ACC-CA-012,DEBIT,260.00,91,Savings transfer to SA_012,demo-savings-012-2
SA_012,CREDIT,260.00,91,Savings transfer from ACC-CA-012,demo-savings-012-2
ACC-CA-012,CREDIT,2640.00,88,Monthly salary - Atelier Demo,salary-12-3
ACC-CA-012,DEBIT,816.00,85,Monthly rent,rent-12-3
ACC-CA-012,DEBIT,101.40,80,Electricity and internet,bills-12-3
ACC-CA-012,DEBIT,178.65,72,Groceries - Marche Demo,groceries-12-3
ACC-CA-012,DEBIT,12.99,67,Music subscription,music-12-3
ACC-CA-012,DEBIT,260.00,61,Savings transfer to SA_012,demo-savings-012-3
SA_012,CREDIT,260.00,61,Savings transfer from ACC-CA-012,demo-savings-012-3
ACC-CA-012,CREDIT,2640.00,58,Monthly salary - Atelier Demo,salary-12-4
ACC-CA-012,DEBIT,816.00,55,Monthly rent,rent-12-4
ACC-CA-012,DEBIT,101.40,50,Electricity and internet,bills-12-4
ACC-CA-012,DEBIT,181.65,42,Groceries - Marche Demo,groceries-12-4
ACC-CA-012,DEBIT,12.99,37,Music subscription,music-12-4
ACC-CA-012,DEBIT,260.00,31,Savings transfer to SA_012,demo-savings-012-4
SA_012,CREDIT,260.00,31,Savings transfer from ACC-CA-012,demo-savings-012-4
ACC-CA-012,CREDIT,2640.00,28,Monthly salary - Atelier Demo,salary-12-5
ACC-CA-012,DEBIT,816.00,25,Monthly rent,rent-12-5
ACC-CA-012,DEBIT,101.40,20,Electricity and internet,bills-12-5
ACC-CA-012,DEBIT,184.65,12,Groceries - Marche Demo,groceries-12-5
ACC-CA-012,DEBIT,12.99,7,Music subscription,music-12-5
ACC-CA-012,DEBIT,260.00,1,Savings transfer to SA_012,demo-savings-012-5
SA_012,CREDIT,260.00,1,Savings transfer from ACC-CA-012,demo-savings-012-5
ACC-CA-013,CREDIT,2305.00,181,Opening deposit,opening-ACC-CA-013
SA_013,CREDIT,4710.00,181,Opening savings deposit,opening-SA_013
ACC-CA-013,CREDIT,2685.00,178,Monthly salary - Atelier Demo,salary-13-0
ACC-CA-013,DEBIT,824.00,175,Monthly rent,rent-13-0
ACC-CA-013,DEBIT,102.40,170,Electricity and internet,bills-13-0
ACC-CA-013,DEBIT,171.65,162,Groceries - Marche Demo,groceries-13-0
ACC-CA-013,DEBIT,12.99,157,Music subscription,music-13-0
ACC-CA-013,DEBIT,265.00,151,Savings transfer to SA_013,demo-savings-013-0
SA_013,CREDIT,265.00,151,Savings transfer from ACC-CA-013,demo-savings-013-0
ACC-CA-013,CREDIT,2685.00,148,Monthly salary - Atelier Demo,salary-13-1
ACC-CA-013,DEBIT,824.00,145,Monthly rent,rent-13-1
ACC-CA-013,DEBIT,102.40,140,Electricity and internet,bills-13-1
ACC-CA-013,DEBIT,174.65,132,Groceries - Marche Demo,groceries-13-1
ACC-CA-013,DEBIT,12.99,127,Music subscription,music-13-1
ACC-CA-013,DEBIT,265.00,121,Savings transfer to SA_013,demo-savings-013-1
SA_013,CREDIT,265.00,121,Savings transfer from ACC-CA-013,demo-savings-013-1
ACC-CA-013,CREDIT,2685.00,118,Monthly salary - Atelier Demo,salary-13-2
ACC-CA-013,DEBIT,824.00,115,Monthly rent,rent-13-2
ACC-CA-013,DEBIT,102.40,110,Electricity and internet,bills-13-2
ACC-CA-013,DEBIT,177.65,102,Groceries - Marche Demo,groceries-13-2
ACC-CA-013,DEBIT,12.99,97,Music subscription,music-13-2
ACC-CA-013,DEBIT,265.00,91,Savings transfer to SA_013,demo-savings-013-2
SA_013,CREDIT,265.00,91,Savings transfer from ACC-CA-013,demo-savings-013-2
ACC-CA-013,CREDIT,2685.00,88,Monthly salary - Atelier Demo,salary-13-3
ACC-CA-013,DEBIT,824.00,85,Monthly rent,rent-13-3
ACC-CA-013,DEBIT,102.40,80,Electricity and internet,bills-13-3
ACC-CA-013,DEBIT,180.65,72,Groceries - Marche Demo,groceries-13-3
ACC-CA-013,DEBIT,12.99,67,Music subscription,music-13-3
ACC-CA-013,DEBIT,265.00,61,Savings transfer to SA_013,demo-savings-013-3
SA_013,CREDIT,265.00,61,Savings transfer from ACC-CA-013,demo-savings-013-3
ACC-CA-013,CREDIT,2685.00,58,Monthly salary - Atelier Demo,salary-13-4
ACC-CA-013,DEBIT,824.00,55,Monthly rent,rent-13-4
ACC-CA-013,DEBIT,102.40,50,Electricity and internet,bills-13-4
ACC-CA-013,DEBIT,183.65,42,Groceries - Marche Demo,groceries-13-4
ACC-CA-013,DEBIT,12.99,37,Music subscription,music-13-4
ACC-CA-013,DEBIT,265.00,31,Savings transfer to SA_013,demo-savings-013-4
SA_013,CREDIT,265.00,31,Savings transfer from ACC-CA-013,demo-savings-013-4
ACC-CA-013,CREDIT,2685.00,28,Monthly salary - Atelier Demo,salary-13-5
ACC-CA-013,DEBIT,824.00,25,Monthly rent,rent-13-5
ACC-CA-013,DEBIT,102.40,20,Electricity and internet,bills-13-5
ACC-CA-013,DEBIT,186.65,12,Groceries - Marche Demo,groceries-13-5
ACC-CA-013,DEBIT,12.99,7,Music subscription,music-13-5
ACC-CA-013,DEBIT,265.00,1,Savings transfer to SA_013,demo-savings-013-5
SA_013,CREDIT,265.00,1,Savings transfer from ACC-CA-013,demo-savings-013-5
ACC-CA-014,CREDIT,2390.00,181,Opening deposit,opening-ACC-CA-014
SA_014,CREDIT,4880.00,181,Opening savings deposit,opening-SA_014
ACC-CA-014,CREDIT,2730.00,178,Monthly salary - Atelier Demo,salary-14-0
ACC-CA-014,DEBIT,832.00,175,Monthly rent,rent-14-0
ACC-CA-014,DEBIT,103.40,170,Electricity and internet,bills-14-0
ACC-CA-014,DEBIT,173.65,162,Groceries - Marche Demo,groceries-14-0
ACC-CA-014,DEBIT,12.99,157,Music subscription,music-14-0
ACC-CA-014,DEBIT,270.00,151,Savings transfer to SA_014,demo-savings-014-0
SA_014,CREDIT,270.00,151,Savings transfer from ACC-CA-014,demo-savings-014-0
ACC-CA-014,CREDIT,2730.00,148,Monthly salary - Atelier Demo,salary-14-1
ACC-CA-014,DEBIT,832.00,145,Monthly rent,rent-14-1
ACC-CA-014,DEBIT,103.40,140,Electricity and internet,bills-14-1
ACC-CA-014,DEBIT,176.65,132,Groceries - Marche Demo,groceries-14-1
ACC-CA-014,DEBIT,12.99,127,Music subscription,music-14-1
ACC-CA-014,DEBIT,270.00,121,Savings transfer to SA_014,demo-savings-014-1
SA_014,CREDIT,270.00,121,Savings transfer from ACC-CA-014,demo-savings-014-1
ACC-CA-014,CREDIT,2730.00,118,Monthly salary - Atelier Demo,salary-14-2
ACC-CA-014,DEBIT,832.00,115,Monthly rent,rent-14-2
ACC-CA-014,DEBIT,103.40,110,Electricity and internet,bills-14-2
ACC-CA-014,DEBIT,179.65,102,Groceries - Marche Demo,groceries-14-2
ACC-CA-014,DEBIT,12.99,97,Music subscription,music-14-2
ACC-CA-014,DEBIT,270.00,91,Savings transfer to SA_014,demo-savings-014-2
SA_014,CREDIT,270.00,91,Savings transfer from ACC-CA-014,demo-savings-014-2
ACC-CA-014,CREDIT,2730.00,88,Monthly salary - Atelier Demo,salary-14-3
ACC-CA-014,DEBIT,832.00,85,Monthly rent,rent-14-3
ACC-CA-014,DEBIT,103.40,80,Electricity and internet,bills-14-3
ACC-CA-014,DEBIT,182.65,72,Groceries - Marche Demo,groceries-14-3
ACC-CA-014,DEBIT,12.99,67,Music subscription,music-14-3
ACC-CA-014,DEBIT,270.00,61,Savings transfer to SA_014,demo-savings-014-3
SA_014,CREDIT,270.00,61,Savings transfer from ACC-CA-014,demo-savings-014-3
ACC-CA-014,CREDIT,2730.00,58,Monthly salary - Atelier Demo,salary-14-4
ACC-CA-014,DEBIT,832.00,55,Monthly rent,rent-14-4
ACC-CA-014,DEBIT,103.40,50,Electricity and internet,bills-14-4
ACC-CA-014,DEBIT,185.65,42,Groceries - Marche Demo,groceries-14-4
ACC-CA-014,DEBIT,12.99,37,Music subscription,music-14-4
ACC-CA-014,DEBIT,270.00,31,Savings transfer to SA_014,demo-savings-014-4
SA_014,CREDIT,270.00,31,Savings transfer from ACC-CA-014,demo-savings-014-4
ACC-CA-014,CREDIT,2730.00,28,Monthly salary - Atelier Demo,salary-14-5
ACC-CA-014,DEBIT,832.00,25,Monthly rent,rent-14-5
ACC-CA-014,DEBIT,103.40,20,Electricity and internet,bills-14-5
ACC-CA-014,DEBIT,188.65,12,Groceries - Marche Demo,groceries-14-5
ACC-CA-014,DEBIT,12.99,7,Music subscription,music-14-5
ACC-CA-014,DEBIT,270.00,1,Savings transfer to SA_014,demo-savings-014-5
SA_014,CREDIT,270.00,1,Savings transfer from ACC-CA-014,demo-savings-014-5
ACC-CA-015,CREDIT,2475.00,181,Opening deposit,opening-ACC-CA-015
SA_015,CREDIT,5050.00,181,Opening savings deposit,opening-SA_015
ACC-CA-015,CREDIT,2775.00,178,Monthly salary - Atelier Demo,salary-15-0
ACC-CA-015,DEBIT,840.00,175,Monthly rent,rent-15-0
ACC-CA-015,DEBIT,104.40,170,Electricity and internet,bills-15-0
ACC-CA-015,DEBIT,175.65,162,Groceries - Marche Demo,groceries-15-0
ACC-CA-015,DEBIT,12.99,157,Music subscription,music-15-0
ACC-CA-015,DEBIT,275.00,151,Savings transfer to SA_015,demo-savings-015-0
SA_015,CREDIT,275.00,151,Savings transfer from ACC-CA-015,demo-savings-015-0
ACC-CA-015,CREDIT,2775.00,148,Monthly salary - Atelier Demo,salary-15-1
ACC-CA-015,DEBIT,840.00,145,Monthly rent,rent-15-1
ACC-CA-015,DEBIT,104.40,140,Electricity and internet,bills-15-1
ACC-CA-015,DEBIT,178.65,132,Groceries - Marche Demo,groceries-15-1
ACC-CA-015,DEBIT,12.99,127,Music subscription,music-15-1
ACC-CA-015,DEBIT,275.00,121,Savings transfer to SA_015,demo-savings-015-1
SA_015,CREDIT,275.00,121,Savings transfer from ACC-CA-015,demo-savings-015-1
ACC-CA-015,CREDIT,2775.00,118,Monthly salary - Atelier Demo,salary-15-2
ACC-CA-015,DEBIT,840.00,115,Monthly rent,rent-15-2
ACC-CA-015,DEBIT,104.40,110,Electricity and internet,bills-15-2
ACC-CA-015,DEBIT,181.65,102,Groceries - Marche Demo,groceries-15-2
ACC-CA-015,DEBIT,12.99,97,Music subscription,music-15-2
ACC-CA-015,DEBIT,275.00,91,Savings transfer to SA_015,demo-savings-015-2
SA_015,CREDIT,275.00,91,Savings transfer from ACC-CA-015,demo-savings-015-2
ACC-CA-015,CREDIT,2775.00,88,Monthly salary - Atelier Demo,salary-15-3
ACC-CA-015,DEBIT,840.00,85,Monthly rent,rent-15-3
ACC-CA-015,DEBIT,104.40,80,Electricity and internet,bills-15-3
ACC-CA-015,DEBIT,184.65,72,Groceries - Marche Demo,groceries-15-3
ACC-CA-015,DEBIT,12.99,67,Music subscription,music-15-3
ACC-CA-015,DEBIT,275.00,61,Savings transfer to SA_015,demo-savings-015-3
SA_015,CREDIT,275.00,61,Savings transfer from ACC-CA-015,demo-savings-015-3
ACC-CA-015,CREDIT,2775.00,58,Monthly salary - Atelier Demo,salary-15-4
ACC-CA-015,DEBIT,840.00,55,Monthly rent,rent-15-4
ACC-CA-015,DEBIT,104.40,50,Electricity and internet,bills-15-4
ACC-CA-015,DEBIT,187.65,42,Groceries - Marche Demo,groceries-15-4
ACC-CA-015,DEBIT,12.99,37,Music subscription,music-15-4
ACC-CA-015,DEBIT,275.00,31,Savings transfer to SA_015,demo-savings-015-4
SA_015,CREDIT,275.00,31,Savings transfer from ACC-CA-015,demo-savings-015-4
ACC-CA-015,CREDIT,2775.00,28,Monthly salary - Atelier Demo,salary-15-5
ACC-CA-015,DEBIT,840.00,25,Monthly rent,rent-15-5
ACC-CA-015,DEBIT,104.40,20,Electricity and internet,bills-15-5
ACC-CA-015,DEBIT,190.65,12,Groceries - Marche Demo,groceries-15-5
ACC-CA-015,DEBIT,12.99,7,Music subscription,music-15-5
ACC-CA-015,DEBIT,275.00,1,Savings transfer to SA_015,demo-savings-015-5
SA_015,CREDIT,275.00,1,Savings transfer from ACC-CA-015,demo-savings-015-5
ACC-CA-016,CREDIT,2560.00,181,Opening deposit,opening-ACC-CA-016
SA_016,CREDIT,5220.00,181,Opening savings deposit,opening-SA_016
ACC-CA-016,CREDIT,2820.00,178,Monthly salary - Atelier Demo,salary-16-0
ACC-CA-016,DEBIT,848.00,175,Monthly rent,rent-16-0
ACC-CA-016,DEBIT,105.40,170,Electricity and internet,bills-16-0
ACC-CA-016,DEBIT,177.65,162,Groceries - Marche Demo,groceries-16-0
ACC-CA-016,DEBIT,12.99,157,Music subscription,music-16-0
ACC-CA-016,DEBIT,280.00,151,Savings transfer to SA_016,demo-savings-016-0
SA_016,CREDIT,280.00,151,Savings transfer from ACC-CA-016,demo-savings-016-0
ACC-CA-016,CREDIT,2820.00,148,Monthly salary - Atelier Demo,salary-16-1
ACC-CA-016,DEBIT,848.00,145,Monthly rent,rent-16-1
ACC-CA-016,DEBIT,105.40,140,Electricity and internet,bills-16-1
ACC-CA-016,DEBIT,180.65,132,Groceries - Marche Demo,groceries-16-1
ACC-CA-016,DEBIT,12.99,127,Music subscription,music-16-1
ACC-CA-016,DEBIT,280.00,121,Savings transfer to SA_016,demo-savings-016-1
SA_016,CREDIT,280.00,121,Savings transfer from ACC-CA-016,demo-savings-016-1
ACC-CA-016,CREDIT,2820.00,118,Monthly salary - Atelier Demo,salary-16-2
ACC-CA-016,DEBIT,848.00,115,Monthly rent,rent-16-2
ACC-CA-016,DEBIT,105.40,110,Electricity and internet,bills-16-2
ACC-CA-016,DEBIT,183.65,102,Groceries - Marche Demo,groceries-16-2
ACC-CA-016,DEBIT,12.99,97,Music subscription,music-16-2
ACC-CA-016,DEBIT,280.00,91,Savings transfer to SA_016,demo-savings-016-2
SA_016,CREDIT,280.00,91,Savings transfer from ACC-CA-016,demo-savings-016-2
ACC-CA-016,CREDIT,2820.00,88,Monthly salary - Atelier Demo,salary-16-3
ACC-CA-016,DEBIT,848.00,85,Monthly rent,rent-16-3
ACC-CA-016,DEBIT,105.40,80,Electricity and internet,bills-16-3
ACC-CA-016,DEBIT,186.65,72,Groceries - Marche Demo,groceries-16-3
ACC-CA-016,DEBIT,12.99,67,Music subscription,music-16-3
ACC-CA-016,DEBIT,280.00,61,Savings transfer to SA_016,demo-savings-016-3
SA_016,CREDIT,280.00,61,Savings transfer from ACC-CA-016,demo-savings-016-3
ACC-CA-016,CREDIT,2820.00,58,Monthly salary - Atelier Demo,salary-16-4
ACC-CA-016,DEBIT,848.00,55,Monthly rent,rent-16-4
ACC-CA-016,DEBIT,105.40,50,Electricity and internet,bills-16-4
ACC-CA-016,DEBIT,189.65,42,Groceries - Marche Demo,groceries-16-4
ACC-CA-016,DEBIT,12.99,37,Music subscription,music-16-4
ACC-CA-016,DEBIT,280.00,31,Savings transfer to SA_016,demo-savings-016-4
SA_016,CREDIT,280.00,31,Savings transfer from ACC-CA-016,demo-savings-016-4
ACC-CA-016,CREDIT,2820.00,28,Monthly salary - Atelier Demo,salary-16-5
ACC-CA-016,DEBIT,848.00,25,Monthly rent,rent-16-5
ACC-CA-016,DEBIT,105.40,20,Electricity and internet,bills-16-5
ACC-CA-016,DEBIT,192.65,12,Groceries - Marche Demo,groceries-16-5
ACC-CA-016,DEBIT,12.99,7,Music subscription,music-16-5
ACC-CA-016,DEBIT,280.00,1,Savings transfer to SA_016,demo-savings-016-5
SA_016,CREDIT,280.00,1,Savings transfer from ACC-CA-016,demo-savings-016-5
ACC-CA-017,CREDIT,2645.00,181,Opening deposit,opening-ACC-CA-017
SA_017,CREDIT,5390.00,181,Opening savings deposit,opening-SA_017
ACC-CA-017,CREDIT,2865.00,178,Monthly salary - Atelier Demo,salary-17-0
ACC-CA-017,DEBIT,856.00,175,Monthly rent,rent-17-0
ACC-CA-017,DEBIT,106.40,170,Electricity and internet,bills-17-0
ACC-CA-017,DEBIT,179.65,162,Groceries - Marche Demo,groceries-17-0
ACC-CA-017,DEBIT,12.99,157,Music subscription,music-17-0
